rank,movie,num_theaters,tot_gross,release_date,distrib
64,Kraven the Hunter,3211,25026310,2024-12-13,Sony Pictures Releasing
65,The Bikeriders,2692,21746895,2024-06-21,Focus Features
66,The Ministry of Ungentlemanly Warfare,2845,20535053,2024-04-19,Lionsgate
67,Fly Me to the Moon,3356,20532222,2024-07-12,Columbia Pictures
68,Unsung Hero,2832,20335239,2024-04-26,Lionsgate
69,The First Omen,3375,20092802,2024-04-05,20th Century Studios
70,Cabrini,2850,19512134,2024-03-08,Angel
71,American Fiction,1902,21098470,2024-12-15,Metro-Goldwyn-Mayer (MGM)
72,Ordinary Angels,3020,19174421,2024-02-23,Lionsgate
73,The Iron Claw,2794,35070296,2024-12-22,A24
74,The Watchers,3351,19071404,2024-06-07,Warner Bros.
75,Tarot,3104,18771004,2024-05-03,Screen Gems
76,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,1949,17657658,2024-02-23,Sony Pictures Releasing
77,Harold and the Purple Crayon,3325,17640924,2024-08-02,Columbia Pictures
78,The Color Purple,3218,60619191,2024-12-25,Warner Bros.
79,The Substance,1949,17584795,2024-09-20,MUBI
80,Immaculate,2362,15671307,2024-03-22,Neon
81,Borderlands,3125,15482668,2024-08-09,Lionsgate
82,Interstellar,321,15207563,2024-12-06,Paramount Pictures
NA,2024 Re-release,NA,NA,NA,NA
83,MaXXXine,2450,15097632,2024-07-05,A24
84,The Chosen: S4 Episodes 1-3,2280,14409169,2024-02-01,Fathom Events
85,Anora,1938,20474295,2024-10-18,Neon
86,Homestead,1886,20811864,2024-12-20,Angel
87,Star Wars: Episode I - The Phantom Menace,2700,13029994,2024-05-03,Walt Disney Studios Motion Pictures
NA,2024 Re-release,NA,NA,NA,NA
88,Kalki 2898 AD,1049,18289575,2024-06-27,Prathyangira Cinemas
89,Am I Racist?,1600,12311598,2024-09-13,SDG Releasing
90,Here,2732,12237270,2024-11-01,Sony Pictures Releasing
91,Bonhoeffer,1900,12222383,2024-11-22,Angel
92,Sound of Hope: The Story of Possum Trot,2200,11647099,2024-07-04,Angel
93,Godzilla Minus One,2622,57144669,2024-12-01,Toho International
94,The Boy and the Heron,2325,46832867,2024-12-08,GKIDS
95,The Chosen: S4 Episodes 4-6,2272,9482744,2024-02-15,Fathom Events
96,Never Let Go,2667,10306106,2024-09-20,Lionsgate
97,Late Night with the Devil,1442,10001000,2024-03-22,IFC Films
98,Lisa Frankenstein,3144,9774285,2024-02-09,Focus Features
99,Piece by Piece,1873,9756635,2024-10-11,Focus Features
100,Saturday Night,2336,9511315,2024-09-27,Sony Pictures Releasing
101,The Crow,2752,9275659,2024-08-23,Lionsgate
102,Babygirl,2164,28196732,2024-12-25,A24
103,Thelma,1290,9002073,2024-06-21,Magnolia Pictures
104,The Lord of the Rings: The War of the Rohirrim,2602,9158572,2024-12-13,Warner Bros.
105,Love Lies Bleeding,1828,8335797,2024-03-08,A24
106,The Zone of Interest,598,8659464,2024-12-08,A24
107,Spy x Family Code: White,2009,8110042,2024-04-19,Crunchyroll
108,Ferrari,2386,18550028,2024-12-25,Neon
109,The Chosen: S4 Episodes 7-8,2215,7729152,NA,Fathom Events
110,A Real Pain,1185,8344978,2024-11-01,Searchlight Pictures
111,Megalopolis,1854,7629085,2024-09-27,Lionsgate
112,Sight,2118,7206741,2024-05-24,Angel
113,Haikyu!! The Dumpster Battle,1119,7071622,2024-05-31,Crunchyroll
114,Afraid,3003,6725687,2024-08-30,Sony Pictures Releasing
115,The Hunger Games: The Ballad of Songbirds & Snakes,3776,166350594,2024-11-17,Lionsgate
116,I.S.S.,2518,6573799,2024-01-19,Bleecker Street Media
117,Pushpa: The Rule - Part 2,1245,13000000,2024-12-05,AA Films
118,Cuckoo,1503,6217733,2024-08-09,Neon
119,Back to Black,2013,6178165,2024-05-17,Focus Features
120,The Book of Clarence,2010,6132813,2024-01-12,Sony Pictures Releasing
121,The Nightmare Before Christmas,1860,6124705,2024-10-11,Walt Disney Studios Motion Pictures
NA,2024 Re-release,NA,NA,NA,NA
122,Columbia 100th Anniversary Series,466,6013515,2024-04-15,Sony Pictures Releasing
NA,Columbia 100th Anniversary Series,NA,NA,NA,NA
123,Someone Like You,1802,5937306,2024-04-05,Fathom Events
124,Trolls Band Together,3893,103270155,2024-11-17,Universal Pictures
125,One Life,1009,5716885,2024-03-15,Bleecker Street Media
126,Devara Part 1,1040,5600000,2024-09-26,Prathyangira Cinemas
127,The Killer's Game,2623,5404378,2024-09-13,Lionsgate
128,My Old Ass,1390,5372282,2024-09-13,Amazon MGM Studios
129,White Bird,1038,5069171,2024-10-04,Lionsgate
130,My Hero Academia: You're Next,1845,5041781,2024-10-11,Toho International
131,Kinds of Kindness,920,5038931,2024-06-21,Searchlight Pictures
132,Drive-Away Dolls,2280,5028215,2024-02-23,Focus Features
133,The Fire Inside,2032,8093190,2024-12-25,Amazon MGM Studios
134,I Saw the TV Glow,469,5017817,2024-05-03,A24
135,Wicked Little Letters,1009,5008179,2024-03-29,Sony Pictures Releasing
136,Dìdi,435,4839360,2024-07-26,Focus Features
137,Origin,664,4689830,2024-12-08,Neon
138,Land of Bad,1317,4620045,2024-02-16,The Avenue Entertainment
139,The Exorcism,2240,4530418,2024-06-21,Vertical Entertainment
140,Y2K,2108,4446596,2024-12-06,A24
141,In a Violent Nature,1426,4229999,2024-05-31,IFC Films
142,For King + Country: A Drummer Boy Christmas - Live,1540,4227406,2024-12-05,Fathom Events
143,The Apprentice,1740,4001904,2024-10-11,Briarcliff Entertainment
144,Babes,1118,3800038,2024-05-17,Neon
145,Perfect Days,271,3766668,2024-02-07,Neon
146,Oppenheimer,3761,330078895,2024-07-21,Universal Pictures
147,All of Us Strangers,295,4050103,2024-12-22,Searchlight Pictures
148,Shrek 2,1512,3427910,2024-04-12,DreamWorks
NA,2024 Re-release,NA,NA,NA,NA
149,Wish,3900,63973821,2024-11-22,Walt Disney Studios Motion Pictures
150,Solo Leveling: ReAwakening,846,3350693,2024-12-06,Sony Pictures Releasing
151,Queer,460,3736813,2024-11-27,A24
152,God's Not Dead: In God We Trust,1392,3269322,2024-09-12,Fathom Events
153,The Lord of the Rings: The Fellowship of the Ring,1529,3256658,2024-06-07,Fathom Events
NA,2024 Re-release,NA,NA,NA,NA
154,2024 Oscar Nominated Short Films: Documentary,367,3162293,2024-02-16,ShortsTV
155,The Front Room,2095,3092269,2024-09-06,A24
156,Strange Darling,1135,3083595,2024-08-23,-
157,The Long Game,1030,3060040,2024-04-12,-
158,Jesus Thirsts: The Miracle of the Eucharist,1112,2927121,2024-06-04,Fathom Events
159,1992,875,2906073,2024-08-30,Lionsgate
160,The Fabulous Four,1045,2854291,2024-07-26,Bleecker Street Media
161,My Penguin Friend,1083,2769460,2024-08-16,Roadside Attractions
162,Absolution,1500,2716343,2024-11-01,The Samuel Goldwyn Company
163,The Taste of Things,505,2654510,2024-02-09,IFC Films
164,GHOST: Rite Here Rite Now,755,2647702,2024-06-20,Trafalgar Releasing
165,Ezra,1320,2631460,2024-05-31,Bleecker Street Media
166,Sight & Sound Presents: Daniel LIVE,851,2629933,2024-08-30,Fathom Events
167,Boy Kills World,1993,2626127,2024-04-26,Roadside Attractions
168,"Hello, Love, Again",248,2625000,2024-11-14,-
169,Escape from Germany,131,2616475,2024-04-12,Susan Tuckett Media
170,Jung Kook: I Am Still,769,2574318,2024-09-18,Trafalgar Releasing
171,The Lord of the Rings: The Two Towers,1549,2566412,2024-06-07,Fathom Events
NA,2024 Re-release,NA,NA,NA,NA
172,The Blue Angels,450,2560945,2024-05-17,Amazon MGM Studios
173,Problemista,379,2503154,2024-03-01,A24
174,The American Society of Magical Negroes,1153,2480645,2024-03-15,Focus Features
175,The Lord of the Rings: The Return of the King,1172,2450927,2024-06-10,Fathom Events
NA,2024 Re-release,NA,NA,NA,NA
176,Summer Camp,1787,2403638,2024-05-31,Roadside Attractions
177,Sing Sing,191,2403211,2024-07-12,A24
178,Howl's Moving Castle,1592,2384690,2024-09-26,Fathom Events
NA,20th Anniversary – Studio Ghibli Fest 2024,NA,NA,NA,NA
179,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,641,2328339,2024-12-12,Trafalgar Releasing
180,Hitpig,2107,2324019,2024-11-01,Viva Pictures
181,Elevation,1416,2321801,2024-11-08,Vertical Entertainment
182,Alien,1750,2305647,2024-04-26,Walt Disney Studios Motion Pictures
NA,2024 Re-release,NA,NA,NA,NA
183,Exhuma,70,2310900,2024-03-15,Well Go USA Entertainment
184,Flow,377,4844117,2024-11-22,Janus Films
185,In the Land of Saints and Sinners,896,2258795,2024-03-29,The Samuel Goldwyn Company
186,Bhool Bhulaiyaa 3,754,2230000,2024-11-01,-
187,The Lion King,1330,2195943,2024-07-12,Walt Disney Studios Motion Pictures
NA,2024 Re-release,NA,NA,NA,NA
188,Singham Again,749,2190000,2024-11-01,-
189,Stree 2,666,2570000,2024-08-16,Parthenos
190,The Holdovers,1601,20355375,2024-10-27,Focus Features
191,Average Joe,1713,2106965,2024-10-11,Fathom Events
192,The Ark and the Darkness,1030,2097560,2024-03-20,Fathom Events
193,Between the Temples,576,2084122,2024-08-23,Sony Pictures Classics
194,Lee,854,2005488,2024-09-27,Roadside Attractions
195,Look Back,531,2002270,2024-10-04,GKIDS
196,Yolo,200,2001584,2024-03-08,Sony Pictures Releasing
197,Queen Rock Montreal,387,2000000,2024-01-18,-
198,The Order,603,2010901,2024-12-06,Vertical Entertainment
199,SUGA: Agust D Tour 'D-DAY' the Movie,787,1951896,2024-04-10,Trafalgar Releasing
200,Out of Darkness,897,1951547,2024-02-09,Bleecker Street Media
1,A Minecraft Movie,4289,424087780,2025-04-04,Warner Bros.
2,Lilo & Stitch,4410,423778855,2025-05-23,Walt Disney Studios Motion Pictures
3,Superman,4275,354223803,2025-07-11,Warner Bros.
4,Jurassic World: Rebirth,4324,339640400,2025-07-02,Universal Pictures
5,Zootopia 2,4000,428130160,2025-11-26,Walt Disney Studios Motion Pictures
6,Wicked: For Good,4115,342915090,2025-11-17,Universal Pictures
7,Sinners,3518,279989632,2025-04-18,Warner Bros.
8,The Fantastic Four: First Steps,4125,274286610,2025-07-25,Walt Disney Studios Motion Pictures
9,How to Train Your Dragon,4373,262958100,2025-06-13,Universal Pictures
10,Avatar: Fire and Ash,3835,404340010,2025-12-19,20th Century Studios
11,Captain America: Brave New World,4105,200500001,2025-02-14,Walt Disney Studios Motion Pictures
12,Mission: Impossible - The Final Reckoning,3861,197413515,2025-05-23,Paramount Pictures
13,Thunderbolts*,4330,190274328,2025-05-02,Walt Disney Studios Motion Pictures
14,F1: The Movie,3732,189642436,2025-06-27,Warner Bros.
15,The Conjuring: Last Rites,3802,177756445,2025-09-05,Warner Bros.
16,Weapons,3631,151572492,2025-08-08,Warner Bros.
17,Final Destination: Bloodlines,3523,138254739,2025-05-16,Warner Bros.
18,Demon Slayer: Kimetsu No Yaiba Infinity Castle,3342,136950340,2025-09-12,Sony Pictures Releasing
19,Mufasa: The Lion King,4100,254567693,2025-12-20,Walt Disney Studios Motion Pictures
20,Five Nights at Freddy's 2,3579,127730290,2025-12-05,Universal Pictures
21,Dog Man,3887,97970355,2025-01-31,Universal Pictures
22,Freakier Friday,3975,94186236,2025-08-08,Walt Disney Studios Motion Pictures
23,Predator: Badlands,3725,91083631,2025-11-07,20th Century Studios
24,Snow White,4200,87203963,2025-03-21,Walt Disney Studios Motion Pictures
25,Sonic the Hedgehog 3,3769,236115100,2025-12-20,Paramount Pictures
26,The Bad Guys 2,3860,82593605,2025-08-01,Universal Pictures
27,Black Phone 2,3460,77378880,2025-10-17,Universal Pictures
28,Tron: Ares,4000,73161014,2025-10-10,Walt Disney Studios Motion Pictures
29,Elio,3750,72987454,2025-06-20,Walt Disney Studios Motion Pictures
30,One Battle After Another,3634,72918884,2025-09-26,Warner Bros.
31,28 Years Later,3444,70446897,2025-06-20,Sony Pictures Releasing
32,The Accountant 2,3610,65523366,2025-04-25,Amazon MGM Studios
33,Now You See Me: Now You Don't,3403,61882396,2025-11-14,Lionsgate
34,The King of Kings,3535,60270106,2025-04-11,Angel
35,David,3118,80382774,2025-12-19,Angel
36,Ballerina,3409,58051327,2025-06-06,Lionsgate
37,Moana 2,4200,460405297,2025-11-27,Walt Disney Studios Motion Pictures
38,The Housemaid,3123,126432462,2025-12-19,Lionsgate
39,The Naked Gun,3363,52647396,2025-08-01,Paramount Pictures International
40,Karate Kid: Legends,3859,52547391,2025-05-30,Sony Pictures Releasing
41,One of Them Days,2675,50054690,2025-01-17,Sony Pictures Releasing
42,Regretting You,3425,48852948,2025-10-24,Paramount Pictures International
43,Nosferatu,3132,95608235,2025-12-25,Focus Features
44,A Complete Unknown,2835,75001720,2025-12-25,Searchlight Pictures
45,The SpongeBob Movie: Search for SquarePants,3570,71068170,2025-12-19,Paramount Pictures International
46,Mickey 17,3807,46142263,2025-03-07,Warner Bros.
47,Paddington in Peru,3890,45800000,2025-02-14,Sony Pictures Releasing
48,Downton Abbey: The Grand Finale,3711,44996590,2025-09-12,Focus Features
49,Chainsaw Man - The Movie: Reze Arc,3003,43438461,2025-10-24,Sony Pictures Releasing
50,Wicked,3888,474983975,2025-11-22,Universal Pictures
51,The Amateur,3400,40759635,2025-04-11,20th Century Studios
52,Marty Supreme,2887,96040064,2025-12-19,A24
53,The Monkey,3227,39724909,2025-02-21,Neon
54,The Running Man,3534,37815641,2025-11-14,Paramount Pictures International
55,A Working Man,3262,37000711,2025-03-28,Amazon MGM Studios
56,Materialists,2844,36521973,2025-06-13,A24
57,Den of Thieves: Pantera,3008,36015016,2025-01-10,Lionsgate
58,The Long Walk,2845,35163573,2025-09-12,Lionsgate
59,Star Wars: Episode III - Revenge of the Sith,2800,34107714,2025-04-25,Walt Disney Studios Motion Pictures
NA,20th anniversary,NA,NA,NA,NA
60,Taylor Swift: The Official Release Party of a Showgirl,3702,34062774,2025-10-03,AMC Theatres
61,I Know What You Did Last Summer,3206,32165634,2025-07-18,Sony Pictures Releasing
62,Gabby's Dollhouse: The Movie,3507,32011820,2025-09-26,Universal Pictures
63,Anaconda,3509,65098148,2025-12-25,Sony Pictures Releasing
64,Smurfs,3504,31075170,2025-07-18,Paramount Pictures International
65,Heart Eyes,3102,30415738,2025-02-07,Sony Pictures Releasing
66,Flight Risk,3161,29783527,2025-01-24,Lionsgate
67,Warfare,2670,26000309,2025-04-11,A24
68,Him,3168,25009605,2025-09-19,Universal Pictures
69,M3GAN 2.0,3133,24101280,2025-06-27,Universal Pictures
70,Ne Zha 2,2228,23308176,2025-02-14,CMC Pictures
71,KPop Demon Hunters,2890,24300000,2025-08-23,Netflix
72,Roofman,3370,22739882,2025-10-10,Paramount Pictures International
73,Springsteen: Deliver Me from Nowhere,3460,22638297,2025-10-24,20th Century Studios
74,The Woman in the Yard,2845,22405985,2025-03-28,Universal Pictures
75,Nobody 2,3282,21604985,2025-08-15,Universal Pictures
76,Black Bag,2713,21474035,2025-03-14,Focus Features
77,Death of a Unicorn,3050,12899252,2025-03-28,A24
78,Together,2302,21273159,2025-07-30,Neon
79,Last Breath,3090,21051180,2025-02-28,Focus Features
80,Companion,3285,20869122,2025-01-31,Warner Bros.
81,Wolf Man,3354,20707280,2025-01-17,Universal Pictures
82,The Chosen: Last Supper,2272,20257290,2025-03-28,-
83,Until Dawn,3055,20172192,2025-04-25,Screen Gems
84,Novocaine,3369,19861854,2025-03-14,Paramount Pictures International
85,The Phoenician Scheme,1731,19555015,2025-05-30,Focus Features
86,Bring Her Back,2449,19333305,2025-05-30,A24
87,Babygirl,2164,28196732,2025-12-25,A24
88,Caught Stealing,3578,19005242,2025-08-29,Sony Pictures Releasing
89,Bugonia,2043,17692390,2025-10-24,Focus Features
90,Hamilton,1850,16946377,2025-09-05,Walt Disney Studios Motion Pictures
NA,2025 Re-release,NA,NA,NA,NA
91,Song Sung Blue,2705,39185290,2025-12-25,Focus Features
92,Drop,3089,16600805,2025-04-11,Universal Pictures
93,Good Fortune,2990,16585758,2025-10-17,Lionsgate
94,Jujutsu Kaisen: Execution,1935,16583133,2025-12-05,GKIDS
95,Friendship,1293,16252948,2025-05-09,A24
96,Eternity,2386,16210244,2025-11-26,A24
97,Love Hurts,3055,15683090,2025-02-07,Universal Pictures
98,The Brutalist,1612,16279129,2025-12-20,A24
99,The Roses,2700,15298844,2025-08-29,Searchlight Pictures
100,The Last Rodeo,2205,15201659,2025-05-23,Angel
101,The Strangers: Chapter 2,2690,15153346,2025-09-26,Lionsgate
102,Nuremberg,1830,14524692,2025-11-07,Sony Pictures Classics
103,Jaws,3200,12819675,2025-08-29,-
NA,2025 Re-release (50th Anniversary),NA,NA,NA,NA
104,The Chosen: Last Supper Part 2,2313,12372228,2025-04-04,-
105,The Chosen: Last Supper Part 3,2297,11742410,2025-04-11,-
106,Sarah's Oil,2410,11675627,2025-11-07,Amazon MGM Studios
107,The Smashing Machine,3345,11411388,2025-10-03,A24
108,Hamnet,1996,24208900,2025-11-26,Focus Features
109,Becoming Led Zeppelin,1039,10403353,2025-02-07,Sony Pictures Classics
110,Eddington,2111,10223277,2025-07-18,A24
111,Rental Family,1925,10047429,2025-11-21,Searchlight Pictures
112,The Day the Earth Blew Up: A Looney Tunes Movie,2827,8875344,2025-03-14,Ketchup Entertainment
113,Sketch,2157,8129808,2025-08-06,Angel
114,Back to the Future,2290,7923545,2025-10-31,Universal Pictures
NA,40th Anniversary,NA,NA,NA,NA
115,Gladiator II,3580,172438016,2025-11-22,Paramount Pictures
116,Soul on Fire,1720,7448606,2025-10-10,Affirm Films
117,Clown in a Cornfield,2277,7251799,2025-05-09,RLJ Entertainment
118,Presence,1750,6900044,2025-01-24,Neon
119,Princess Mononoke,630,6851056,2025-03-28,GKIDS
NA,4K Restoration,NA,NA,NA,NA
120,Homestead,1886,20811864,2025-12-20,Angel
121,Toy Story,2375,6721383,2025-09-12,Walt Disney Studios Motion Pictures
NA,2025 Re-release,NA,NA,NA,NA
122,The Life of Chuck,1072,6712600,2025-06-06,Neon
123,A Big Bold Beautiful Journey,3330,6671082,2025-09-19,Sony Pictures Releasing
124,Good Boy,1650,6624062,2025-10-03,IFC Films
125,The Last Supper,1575,6564857,2025-03-14,-
126,The Unbreakable Boy,1717,6443813,2025-02-21,Lionsgate
127,Anora,1938,20474295,2025-10-18,Neon
128,I'm Still Here,762,6233517,2025-01-17,Sony Pictures Classics
129,Pride & Prejudice,1393,6193658,2025-04-20,Focus Features
NA,20th Anniversary Re-Release,NA,NA,NA,NA
130,The Alto Knights,2651,6125566,2025-03-21,Warner Bros.
131,Truth & Treason,2106,6044364,2025-10-17,Angel
132,Kill Bill: The Whole Bloody Affair,1204,6002538,2025-12-05,Lionsgate
133,Honey Don't!,1338,5810510,2025-08-22,Focus Features
134,Dan Da Dan: Evil Eye,1085,5637078,2025-06-06,GKIDS
135,Die My Love,1983,5515263,2025-11-07,MUBI
136,The Senior,2405,5295949,2025-09-19,Angel
137,Hurry Up Tomorrow,2020,5215357,2025-05-16,Lionsgate
138,Light of the World,2075,5213377,2025-09-05,-
139,The Last Showgirl,946,4799804,2025-12-13,Roadside Attractions
140,Stitch Head,2162,4562943,2025-10-29,Briarcliff Entertainment
141,Sisu: Road to Revenge,2222,4544481,2025-11-21,Sony Pictures Releasing
142,Brave the Dark,2230,4525443,2025-01-24,Angel
143,Shelby Oaks,1823,4500051,2025-10-24,Neon
144,Avatar: The Way of Water,2140,4383734,2025-10-03,Walt Disney Studios Motion Pictures
NA,2025 Re-release,NA,NA,NA,NA
145,Keeper,1950,4200165,2025-11-14,Neon
146,Shin Godzilla,1290,4042146,2025-08-14,GKIDS
NA,2025 Re-release,NA,NA,NA,NA
147,Ella McCay,2500,4033242,2025-12-12,20th Century Studios
148,The Friend,1237,3941217,2025-03-28,Bleecker Street Media
149,Shadow Force,2170,3933483,2025-05-09,Lionsgate
150,Sentimental Value,334,5338580,2025-11-07,Neon
151,Colorful Stage! The Movie: A Miku Who Can't Sing,800,3661284,2025-04-18,GKIDS
152,Chhaava,497,4800000,2025-02-14,Yash Raj Films
153,Dhurandhar,400,19702994,2025-12-05,Moviegoers Entertainment
154,Fight or Flight,2153,3522025,2025-05-09,Vertical Entertainment
155,The Penguin Lessons,1017,3294990,2025-03-28,Sony Pictures Classics
156,2025 Oscar Nominated Short Films: Live Action,500,3275477,2025-02-14,ShortsTV
157,After the Hunt,1238,3258830,2025-10-10,Amazon MGM Studios
158,Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie,1187,3257365,2025-07-16,GKIDS
159,Hell of a Summer,1255,3182678,2025-04-04,Neon
160,Relay,1483,3164481,2025-08-22,Bleecker Street Media
161,Kraven the Hunter,3211,25026310,2025-12-13,Sony Pictures Releasing
162,War 2,875,3087065,2025-08-14,Yash Raj Films USA Inc.
163,The Fire Inside,2032,8093190,2025-12-25,Amazon MGM Studios
164,How the Grinch Stole Christmas,2250,3063665,2025-12-12,Universal Pictures
NA,2025 Re-release,NA,NA,NA,NA
165,Rule Breakers,2044,2969825,2025-03-07,Angel
166,Attack on Titan: The Last Attack,525,2890192,2025-02-10,Sony Pictures Releasing
167,The Toxic Avenger,1995,2866783,2025-08-29,Iconic Events Releasing
168,Dangerous Animals,1636,2738137,2025-06-06,IFC Films
169,Nickel Boys,540,2858346,2025-12-13,Amazon MGM Studios
170,Pink Floyd: Live at Pompeii,678,2620076,2025-04-24,Trafalgar Releasing
NA,2025 Re-release,NA,NA,NA,NA
171,Eleanor the Great,892,2607002,2025-09-26,Sony Pictures Classics
172,Flow,377,4844117,2025-11-22,Janus Films
173,No Other Land,140,2549422,2025-01-31,-
174,Spinal Tap II: The End Continues,1920,2508554,2025-09-12,Bleecker Street Media
175,The Legend of Ochi,1153,2475373,2025-04-18,A24
176,Merrily We Roll Along,1084,2508329,2025-12-05,Sony Pictures Classics
177,Coolie,800,2450000,2025-08-15,Prathyangira Cinemas
178,"Sorry, Baby",338,2418280,2025-06-27,A24
179,5-Sep,398,2508723,2025-12-13,Paramount Pictures International
180,The Room Next Door,861,2519488,2025-12-20,Sony Pictures Classics
181,Spider-Man/Spider-Man 2/Spider-Man 3,1485,2250977,2025-09-26,-
NA,Fathom 2025,NA,NA,NA,NA
182,Detective Chinatown 1900,229,2229946,2025-01-29,CMC Pictures
183,Dogma,1039,2193805,2025-06-05,Iconic Events Releasing
NA,Dogma: Resurrected! A 25th Anniversary Celebration,NA,NA,NA,NA
184,The Wedding Banquet,1142,2090228,2025-04-18,Bleecker Street Media
185,"Oh, Hi!",866,2082113,2025-07-25,Sony Pictures Classics
186,Game Changer,800,2100000,2025-01-10,Shloka Entertainments
187,Sight & Sound Presents: NOAH Live,933,2059719,2025-09-18,-
188,Blue Moon,689,2170688,2025-10-17,Sony Pictures Classics
189,Opus,1764,1993397,2025-03-14,A24
190,Christy,2184,1952677,2025-11-07,Black Bear
191,Better Man,1291,1983648,2025-12-25,Paramount Pictures
192,Pets on a Train,1350,1902241,2025-10-17,Viva Pictures
193,Jane Austen Wrecked My Life,526,1900978,2025-05-23,Sony Pictures Classics
194,Splitsville,800,1900750,2025-08-22,Neon
195,In the Lost Lands,1370,1870305,2025-03-07,Vertical Entertainment
196,Riff Raff,1004,1862519,2025-02-27,Roadside Attractions
197,Night of the Zoopocalypse,1425,2108907,2025-03-07,Viva Pictures
198,Creation of the Gods II: Demon Force,200,1853487,2025-01-31,Well Go USA Entertainment
199,Casper,1100,1840230,2025-10-03,Universal Pictures
NA,2025 Re-release,NA,NA,NA,NA
200,Kuberaa,500,1750000,2025-06-20,Prathyangira Cinemas
